module,type,name,res_id,src,value,comments
account,model,"mail.template,body_html",account.email_template_edi_invoice,"<div style=""margin: 0px; padding: 0px;"">
    <p style=""margin: 0px; padding: 0px; font-size: 13px;"">
        Dear ${object.partner_id.name}
        % if object.partner_id.parent_id:
            (${object.partner_id.parent_id.name})
        % endif
        <br/><br/>
        Here is your 
        % if object.number:
            invoice <strong>${object.number}</strong>
        % else:
            invoice
        %endif
        % if object.origin:
            (with reference: ${object.origin})
        % endif
        amounting in <strong>${format_amount(object.amount_total, object.currency_id)}</strong>
        from ${object.company_id.name}.
        % if object.state=='paid':
            This invoice is already paid.
        % else:
            Please remit payment at your earliest convenience.
        % endif
        <br/><br/>
        Do not hesitate to contact us if you have any question.
    </p>
</div>
            ",,
account,model_terms,"ir.ui.view,arch_db",account.portal_my_home_menu_invoice,<em>Draft Invoice</em>,,
account,model_terms,"ir.ui.view,arch_db",account.account_move_line_view_kanban,"<i class=""fa fa-clock-o"" aria-label=""Date"" role=""img"" title=""Date""/>",,
account,model_terms,"ir.ui.view,arch_db",account.view_account_move_kanban,"<i class=""fa fa-clock-o"" aria-label=""Date"" role=""img"" title=""Date""/>",,
account,model_terms,"ir.ui.view,arch_db",account.view_account_payment_kanban,"<i class=""fa fa-clock-o"" role=""img"" aria-label=""Date"" title=""Date""/>",,
account,model_terms,"ir.ui.view,arch_db",account.portal_invoice_page,"<i class=""fa fa-download""/> Download",,
account,model_terms,"ir.ui.view,arch_db",account.account_journal_dashboard_kanban_view,"<i class=""fa fa-ellipsis-v"" aria-label=""Selection"" role=""img"" title=""Selection""/>",,
account,model_terms,"ir.ui.view,arch_db",account.portal_invoice_page,"<i class=""fa fa-fw fa-comments""/><b>Send message</b>",,
account,model_terms,"ir.ui.view,arch_db",account.view_account_journal_form,"<i class=""fa fa-fw o_button_icon fa-arrow-right""/> Configure Email Servers",,
account,model_terms,"ir.ui.view,arch_db",account.portal_invoice_page,"<i class=""fa fa-print""/> Print",,
account,code,addons/account/models/account_invoice.py,744,<p>You can control the invoice from your vendor based on what you purchased or received.</p>,,
account,model_terms,"ir.ui.view,arch_db",account.account_invoice_send_wizard_form,"<span attrs=""{'invisible': [('composition_mode', '!=', 'mass_mail')]}"">
                                        <strong>Email mass mailing</strong> on
                                        <span>the selected records</span>
                                    </span>
                                    <span>Followers of the document and</span>",,
account,model_terms,"ir.ui.view,arch_db",account.portal_my_invoices,"<span class=""badge badge-pill badge-info""><i class=""fa fa-fw fa-clock-o"" aria-label=""Opened"" title=""Opened"" role=""img""/><span class=""d-none d-md-inline""> Waiting for Payment</span></span>",,
account,model_terms,"ir.ui.view,arch_db",account.portal_my_invoices,"<span class=""badge badge-pill badge-success""><i class=""fa fa-fw fa-check"" aria-label=""Paid"" title=""Paid"" role=""img""/><span class=""d-none d-md-inline""> Paid</span></span>",,
account,model_terms,"ir.ui.view,arch_db",account.portal_my_invoices,"<span class=""badge badge-pill badge-warning""><i class=""fa fa-fw fa-remove"" aria-label=""Cancelled"" title=""Cancelled"" role=""img""/><span class=""d-none d-md-inline""> Cancelled</span></span>",,
account,model_terms,"ir.ui.view,arch_db",account.res_config_settings_view_form,"<span class=""fa fa-lg fa-building-o"" title=""Values set here are company-specific."" aria-label=""Values set here are company-specific."" groups=""base.group_multi_company"" role=""img""/>",,
account,model_terms,"ir.ui.view,arch_db",account.res_config_settings_view_form,"<span class=""fa fa-lg fa-building-o"" title=""Values set here are company-specific.""/>",,
account,model_terms,"ir.ui.view,arch_db",account.invoice_supplier_form,"<span class=""o_form_label"" attrs=""{'invisible': ['|',('state','!=','draft'), ('type','!=','in_invoice')]}"">Draft Bill</span>
                        <span class=""o_form_label"" attrs=""{'invisible': [('sequence_number_next_prefix','=',False)]}"">- First Number:</span>
                        <span class=""o_form_label"" attrs=""{'invisible': ['|',('state','!=','draft'), ('type','!=','in_refund')]}"">Draft Credit Note</span>
                        <span class=""o_form_label"" attrs=""{'invisible': ['|',('state', '=', 'draft'), ('type','!=','in_invoice')]}"">Bill </span>
                        <span class=""o_form_label"" attrs=""{'invisible': ['|',('state', '=', 'draft'), ('type','!=','in_refund')]}"">Credit Note </span>",,
account,model_terms,"ir.ui.view,arch_db",account.invoice_form,"<span class=""o_form_label"" attrs=""{'invisible': ['|',('state','=','draft'), ('type','!=','out_refund')]}"">Credit Note</span>",,
account,model_terms,"ir.ui.view,arch_db",account.view_account_reconcile_model_form,"<span class=""o_form_label"" attrs=""{'invisible': [('match_amount', '!=', 'between')]}"">and</span>",,
account,model_terms,"ir.ui.view,arch_db",account.validate_account_move_view,"<span class=""o_form_label"">All selected journal entries will be validated and posted. You won't be able to modify them afterwards.</span>",,
account,model_terms,"ir.ui.view,arch_db",account.res_config_settings_view_form,"<span class=""o_form_label"">Default Taxes</span>
                                    <span class=""fa fa-lg fa-building-o"" title=""Values set here are company-specific."" aria-label=""Values set here are company-specific."" groups=""base.group_multi_company"" role=""img""/>",,
account,model_terms,"ir.ui.view,arch_db",account.res_config_settings_view_form,"<span class=""o_form_label"">Fiscal Localization</span>
                                        <span class=""fa fa-lg fa-building-o"" title=""Values set here are company-specific."" aria-label=""Values set here are company-specific."" groups=""base.group_multi_company"" role=""img""/>",,
account,model_terms,"ir.ui.view,arch_db",account.res_config_settings_view_form,"<span class=""o_form_label"">Main Currency</span>
                                    <span class=""fa fa-lg fa-building-o"" title=""Values set here are company-specific."" aria-label=""Values set here are company-specific."" groups=""base.group_multi_company"" role=""img""/>",,
account,model_terms,"ir.ui.view,arch_db",account.res_config_settings_view_form,"<span class=""o_form_label"">Rounding Method</span>",,
account,model_terms,"ir.ui.view,arch_db",account.view_payment_term_line_form,"<span class=""o_form_label"">of the month</span>",,
account,model_terms,"ir.ui.view,arch_db",account.partner_view_buttons,"<span class=""o_stat_text"">Invoiced</span>",,
account,model_terms,"ir.ui.view,arch_db",account.setup_bank_account_wizard,"<span class=""text-muted"">Only journals not yet linked to a bank account are proposed</span>",,
account,model_terms,"ir.ui.view,arch_db",account.report_invoice_document,"<span groups=""account.group_show_line_subtotals_tax_excluded"">Amount</span>
                                    <span groups=""account.group_show_line_subtotals_tax_included"">Total Price</span>",,
account,model_terms,"ir.ui.view,arch_db",account.account_journal_dashboard_kanban_view,"<span name=""button_import_placeholder""/> Statements",,
account,model_terms,"ir.ui.view,arch_db",account.account_journal_dashboard_kanban_view,"<span role=""separator"">New</span>",,
account,model_terms,"ir.ui.view,arch_db",account.account_journal_dashboard_kanban_view,"<span role=""separator"">Reconciliation</span>",,
account,model_terms,"ir.ui.view,arch_db",account.account_journal_dashboard_kanban_view,"<span role=""separator"">View</span>",,
account,model_terms,"ir.ui.view,arch_db",account.account_journal_dashboard_kanban_view,"<span title=""Balance in Odoo"">Balance in General Ledger</span>",,
account,model_terms,"ir.ui.view,arch_db",account.account_journal_dashboard_kanban_view,"<span title=""Latest Statement"">Latest Statement</span>",,
account,model_terms,"ir.ui.view,arch_db",account.view_account_position_form,<span> From </span>,,
account,model_terms,"ir.ui.view,arch_db",account.view_account_position_form,<span> To </span>,,
account,model_terms,"ir.ui.view,arch_db",account.report_payment_receipt_document,<span>Amount Paid</span>,,
account,model_terms,"ir.ui.view,arch_db",account.report_payment_receipt_document,<span>Balance</span>,,
account,model_terms,"ir.ui.view,arch_db",account.report_invoice_document,<span>Description</span>,,
account,model_terms,"ir.ui.view,arch_db",account.report_invoice_document,<span>Disc.(%)</span>,,
account,model_terms,"ir.ui.view,arch_db",account.account_journal_dashboard_kanban_view,<span>Import Bills</span>,,
account,model_terms,"ir.ui.view,arch_db",account.report_payment_receipt_document,<span>Invoice Date</span>,,
account,model_terms,"ir.ui.view,arch_db",account.report_payment_receipt_document,<span>Invoice Number</span>,,
account,model_terms,"ir.ui.view,arch_db",account.account_journal_dashboard_kanban_view,<span>Journal Entries</span>,,
account,model_terms,"ir.ui.view,arch_db",account.account_journal_dashboard_kanban_view,<span>New Bill</span>,,
account,model_terms,"ir.ui.view,arch_db",account.account_journal_dashboard_kanban_view,<span>New Invoice</span>,,
account,model_terms,"ir.ui.view,arch_db",account.account_journal_dashboard_kanban_view,<span>New</span>,,
account,model_terms,"ir.ui.view,arch_db",account.account_journal_dashboard_kanban_view,<span>Operations</span>,,
account,model_terms,"ir.ui.view,arch_db",account.report_payment_receipt_document,<span>Original Amount</span>,,
account,model_terms,"ir.ui.view,arch_db",account.report_invoice_document,<span>Quantity</span>,,
account,model_terms,"ir.ui.view,arch_db",account.account_journal_dashboard_kanban_view,<span>Reporting</span>,,
account,model_terms,"ir.ui.view,arch_db",account.report_invoice_document,<span>Source Document</span>,,
account,model_terms,"ir.ui.view,arch_db",account.report_invoice_document,<span>Taxes</span>,,
account,model_terms,"ir.ui.view,arch_db",account.report_invoice_document,<span>Unit Price</span>,,
account,model_terms,"ir.ui.view,arch_db",account.account_journal_dashboard_kanban_view,<span>View</span>,,
account,model_terms,"ir.ui.view,arch_db",account.report_invoice_document,"<strong class=""mr16"">Subtotal</strong>",,
account,model_terms,"ir.ui.view,arch_db",account.report_invoice_document,"<strong class=""text-center"">Scan me with your banking app.</strong><br/><br/>",,
account,model_terms,"ir.ui.view,arch_db",account.report_invoice_document,"<strong class=""text-center"">The SEPA QR Code informations are not set correctly.</strong><br/>",,
account,model_terms,"ir.ui.view,arch_db",account.portal_invoice_page,"<strong class=""text-muted"">Your Contact</strong>",,
account,model_terms,"ir.ui.view,arch_db",account.report_invoice_document_with_payments,<strong>Amount Due</strong>,,
account,model_terms,"ir.ui.view,arch_db",account.report_journal,<strong>Company:</strong>,,
account,model_terms,"ir.ui.view,arch_db",account.report_invoice_document,<strong>Customer Code:</strong>,,
account,model_terms,"ir.ui.view,arch_db",account.report_payment_receipt_document,<strong>Customer: </strong>,,
account,model_terms,"ir.ui.view,arch_db",account.report_invoice_document,<strong>Description:</strong>,,
account,model_terms,"ir.ui.view,arch_db",account.report_invoice_document,<strong>Due Date:</strong>,,
account,model_terms,"ir.ui.view,arch_db",account.report_journal,<strong>Entries Sorted By:</strong>,,
account,model_terms,"ir.ui.view,arch_db",account.setup_financial_year_opening_form,<strong>Fiscal Year End</strong>,,
account,model_terms,"ir.ui.view,arch_db",account.report_invoice_document,<strong>Invoice Date:</strong>,,
account,model_terms,"ir.ui.view,arch_db",account.report_journal,<strong>Journal:</strong>,,
account,model_terms,"ir.ui.view,arch_db",account.report_payment_receipt_document,<strong>Memo: </strong>,,
account,model_terms,"ir.ui.view,arch_db",account.report_payment_receipt_document,<strong>Payment Amount: </strong>,,
account,model_terms,"ir.ui.view,arch_db",account.report_payment_receipt_document,<strong>Payment Date: </strong>,,
account,model_terms,"ir.ui.view,arch_db",account.report_payment_receipt_document,<strong>Payment Method: </strong>,,
account,model_terms,"ir.ui.view,arch_db",account.report_invoice_document,<strong>Reference:</strong>,,
account,model_terms,"ir.ui.view,arch_db",account.report_invoice_document,<strong>Source:</strong>,,
account,model_terms,"ir.ui.view,arch_db",account.report_invoice_document,<strong>Subtotal</strong>,,
account,model_terms,"ir.ui.view,arch_db",account.report_journal,<strong>Target Moves:</strong>,,
account,model_terms,"ir.ui.view,arch_db",account.report_invoice_document,<strong>Total</strong>,,
account,model_terms,"ir.ui.view,arch_db",account.report_journal,<strong>Total</strong>,,
account,model_terms,"ir.ui.view,arch_db",account.view_account_account_kanban,<strong>Type: </strong>,,
account,model_terms,"ir.ui.view,arch_db",account.report_payment_receipt_document,<strong>Vendor: </strong>,,
account,model_terms,"ir.actions.act_window,help",account.action_view_bank_statement_tree,"A Cash Register allows you to manage cash entries in your cash
                journals. This feature provides an easy way to follow up cash
                payments on a daily basis. You can enter the coins that are in
                your cash box, and then post entries when money comes in or
                goes out of the cash box.",,
account,code,addons/account/models/account_invoice.py,1990,A Payment Term should have only one line of type Balance.,,
account,code,addons/account/models/account.py,864,A bank account can belong to only one journal.,,
account,model_terms,"ir.actions.act_window,help",account.action_bank_statement_tree,"A bank statement is a summary of all financial transactions
                occurring over a given period of time on a bank account. You
                should receive this periodicaly from your bank.",,
account,model_terms,"ir.actions.act_window,help",account.action_bank_statement_line,A bank statement line is a financial transaction on a bank account,,
account,model_terms,"ir.actions.act_window,help",account.action_move_journal_line,"A journal entry consists of several journal items, each of
                which is either a debit or a credit transaction.",,
account,model_terms,"ir.actions.act_window,help",account.action_account_journal_form,"A journal is used to record transactions of all accounting data
                related to the day-to-day business.",,
account,code,addons/account/models/account_move.py,327,A payment journal entry generated in a journal configured to post entries only when payments are reconciled with a bank statement cannot be manually posted. Those will be posted automatically after performing the bank reconciliation.,,
account,code,addons/account/models/reconciliation_widget.py,731,A reconciliation must involve at least 2 move lines.,,
account,model_terms,"ir.ui.view,arch_db",account.res_config_settings_view_form,"A rounding per line is advised if your prices are tax-included. That way, the sum of line subtotals equals the total with taxes.",,
account,code,addons/account/models/account_bank_statement.py,597,A selected move line was already reconciled.,,
account,code,addons/account/models/account_bank_statement.py,600,A selected move line was already reconciled.,,
account,code,addons/account/models/account_bank_statement.py,614,A selected statement line was already reconciled with an account move.,,
account,sql_constraint,account.fiscal.position.tax,0,A tax fiscal position could be defined only one time on same taxes.,,
account,code,addons/account/models/res_users.py,22,"A user cannot have both Tax B2B and Tax B2C.
Problematic user(s): %s
You should go in General Settings, and choose to display Product Prices
either in 'Tax-Included' or in 'Tax-Excluded' mode
(or switch twice the mode if you are already in the desired one).",,
account,model,"res.groups,name",account.group_warning_account,A warning can be set on a partner (Account),,
account,model,"ir.model.fields,field_description",account.field_account_invoice__access_warning,Access warning,,
account,code,addons/account/static/src/js/reconciliation/reconciliation_renderer.js,570,Account,,openerp-web
account,code,addons/account/static/src/js/reconciliation/reconciliation_renderer.js,574,Account,,openerp-web
account,code,addons/account/static/src/xml/account_reconciliation.xml,182,Account,,openerp-web
account,code,addons/account/static/src/xml/account_reconciliation.xml,287,Account,,openerp-web
account,code,addons/account/static/src/xml/account_reconciliation.xml,312,Account,,openerp-web
account,model,"ir.model,name",account.model_account_account,Account,,
account,model,"ir.model.fields,field_description",account.field_account_cash_rounding__account_id,Account,,
account,model,"ir.model.fields,field_description",account.field_account_invoice__account_id,Account,,
account,model,"ir.model.fields,field_description",account.field_account_invoice_line__account_id,Account,,
account,model,"ir.model.fields,field_description",account.field_account_move__dummy_account_id,Account,,
account,model,"ir.model.fields,field_description",account.field_account_move_line__account_id,Account,,
account,model,"ir.model.fields,field_description",account.field_account_reconcile_model__account_id,Account,,
account,model,"ir.model.fields,field_description",account.field_account_reconcile_model_template__account_id,Account,,
account,model_terms,"ir.ui.view,arch_db",account.report_journal,Account,,
account,model_terms,"ir.ui.view,arch_db",account.view_account_form,Account,,
account,model_terms,"ir.ui.view,arch_db",account.view_account_move_line_filter,Account,,
account,model_terms,"ir.ui.view,arch_db",account.view_account_reconcile_model_form,Account,,
account,model_terms,"ir.ui.view,arch_db",account.view_account_search,Account,,
account,code,addons/account/models/account_move.py,948,Account %s (%s) does not allow reconciliation. First change the configuration of this account to allow it.,,
account,model,"ir.model,name",account.model_account_cash_rounding,Account Cash Rounding,,
account,model,"ir.model,name",account.model_account_chart_template,Account Chart Template,,
account,model,"ir.model,name",account.model_account_common_report,Account Common Report,,
account,model,"ir.model.fields,field_description",account.field_account_account__currency_id,Account Currency,,
account,model,"ir.model.fields,field_description",account.field_account_account_template__currency_id,Account Currency,,
account,model,"ir.model.fields,field_description",account.field_account_fiscal_position_account_template__account_dest_id,Account Destination,,
account,model_terms,"ir.ui.view,arch_db",account.view_move_form,Account Entry,,
account,model,"ir.model,name",account.model_account_group,Account Group,,
account,model_terms,"ir.ui.view,arch_db",account.view_account_group_form,Account Group,,
account,model_terms,"ir.ui.view,arch_db",account.view_account_group_tree,Account Group,,
account,model,"ir.actions.act_window,name",account.action_account_group_tree,Account Groups,,
account,model,"ir.model.fields,field_description",account.field_account_journal__company_partner_id,Account Holder,,
account,model,"ir.model.fields,field_description",account.field_account_setup_bank_manual_config__partner_id,Account Holder,,
account,model,"ir.model.fields,field_description",account.field_account_setup_bank_manual_config__acc_holder_name,Account Holder Name,,
account,model,"ir.model,name",account.model_account_invoice_send,Account Invoice Send,,
account,model,"ir.model.fields,field_description",account.field_account_setup_bank_manual_config__journal_id,Account Journal,,
account,model,"ir.model.fields,field_description",account.field_res_partner_bank__journal_id,Account Journal,,
account,model_terms,"ir.ui.view,arch_db",account.view_account_bank_journal_tree,Account Journal,,
account,model_terms,"ir.ui.view,arch_db",account.view_account_journal_form,Account Journal,,
account,model_terms,"ir.ui.view,arch_db",account.view_account_journal_tree,Account Journal,,
account,model,"ir.model,name",account.model_report_account_report_journal,Account Journal Report,,
account,model,"ir.model.fields,field_description",account.field_account_fiscal_position__account_ids,Account Mapping,,
account,model,"ir.model.fields,field_description",account.field_account_fiscal_position_template__account_ids,Account Mapping,,
account,model_terms,"ir.ui.view,arch_db",account.view_account_position_form,Account Mapping,,
account,model,"ir.model,name",account.model_account_move_reversal,Account Move Reversal,,
account,model_terms,"ir.ui.view,arch_db",account.view_account_move_reversal,Account Move Reversal,,
account,model,"ir.model.fields,field_description",account.field_account_journal__bank_acc_number,Account Number,,
account,model,"ir.model.fields,field_description",account.field_account_setup_bank_manual_config__acc_number,Account Number,,
account,model,"ir.model.fields,field_description",account.field_res_partner__property_account_payable_id,Account Payable,,
account,model,"ir.model.fields,field_description",account.field_res_users__property_account_payable_id,Account Payable,,
account,model,"ir.model,name",account.model_account_print_journal,Account Print Journal,,
account,model_terms,"ir.ui.view,arch_db",account.view_category_property_form,Account Properties,,
account,model,"ir.model.fields,field_description",account.field_res_partner__property_account_receivable_id,Account Receivable,,
account,model,"ir.model.fields,field_description",account.field_res_users__property_account_receivable_id,Account Receivable,,
account,model,"ir.model,name",account.model_account_reconciliation_widget,Account Reconciliation widget,,
account,model,"ir.model.fields,field_description",account.field_account_fiscal_position_account_template__account_src_id,Account Source,,
account,model_terms,"ir.ui.view,arch_db",account.account_bank_statement_graph,Account Statistics,,
account,model_terms,"ir.ui.view,arch_db",account.account_bank_statement_pivot,Account Statistics,,
account,model_terms,"ir.ui.view,arch_db",account.account_move_line_graph_date,Account Statistics,,
account,model_terms,"ir.ui.view,arch_db",account.account_move_line_graph_date_cash_basis,Account Statistics,,
account,model,"ir.model,name",account.model_account_account_tag,Account Tag,,
account,model,"ir.actions.act_window,name",account.account_tag_action,Account Tags,,
account,model_terms,"ir.ui.view,arch_db",account.account_tax_view_tree,Account Tax,,
account,model_terms,"ir.ui.view,arch_db",account.view_tax_form,Account Tax,,
account,model_terms,"ir.ui.view,arch_db",account.view_tax_tree,Account Tax,,
account,model_terms,"ir.ui.view,arch_db",account.view_account_tax_template_form,Account Tax Template,,
account,model_terms,"ir.ui.view,arch_db",account.view_account_tax_template_tree,Account Tax Template,,
account,model,"ir.model.fields,field_description",account.field_res_config_settings__module_account_taxcloud,Account TaxCloud,,
account,model_terms,"ir.ui.view,arch_db",account.view_account_chart_template_seacrh,Account Template,,
account,model_terms,"ir.ui.view,arch_db",account.view_account_template_form,Account Template,,
account,model_terms,"ir.ui.view,arch_db",account.view_account_template_search,Account Template,,
account,model_terms,"ir.ui.view,arch_db",account.view_account_template_tree,Account Template,,
account,model,"ir.model.fields,field_description",account.field_account_chart_template__property_stock_valuation_account_id,Account Template for Stock Valuation,,
account,model,"ir.model.fields,field_description",account.field_res_company__property_stock_valuation_account_id,Account Template for Stock Valuation,,
account,model,"ir.actions.act_window,name",account.action_account_template_form,Account Templates,,
account,model,"ir.model,name",account.model_account_account_type,Account Type,,
account,model,"ir.model.fields,field_description",account.field_account_account_type__name,Account Type,,
account,model,"ir.model.fields,field_description",account.field_account_setup_bank_manual_config__related_acc_type,Account Type,,
account,model_terms,"ir.ui.view,arch_db",account.view_account_search,Account Type,,
account,model_terms,"ir.ui.view,arch_db",account.view_account_template_search,Account Type,,
account,model_terms,"ir.ui.view,arch_db",account.view_account_type_form,Account Type,,
account,model_terms,"ir.ui.view,arch_db",account.view_account_type_search,Account Type,,
account,model_terms,"ir.ui.view,arch_db",account.view_account_type_tree,Account Type,,
account,model,"ir.model.fields,help",account.field_account_account__user_type_id,"Account Type is used for information purpose, to generate country-specific legal reports, and set the rules to close a fiscal year and generate opening entries.",,
account,model,"ir.model.fields,help",account.field_account_move_line__user_type_id,"Account Type is used for information purpose, to generate country-specific legal reports, and set the rules to close a fiscal year and generate opening entries.",,
account,model,"ir.actions.act_window,name",account.action_account_type_form,Account Types,,
account,model,"ir.model.fields,field_description",account.field_account_journal__type_control_ids,Account Types Allowed,,
account,model,"ir.model,name",account.model_account_unreconcile,Account Unreconcile,,
account,model_terms,"ir.ui.view,arch_db",account.view_account_group_search,Account group,,
account,model_terms,"ir.ui.view,arch_db",account.view_account_group_search,Account groups,,
account,model,"ir.model.fields,help",account.field_account_setup_bank_manual_config__acc_holder_name,"Account holder name, in case it is different than the name of the Account Holder",,
account,model,"ir.model.fields,field_description",account.field_account_fiscal_position_account__account_src_id,Account on Product,,
account,model,"ir.model,name",account.model_report_account_report_invoice_with_payments,Account report with payment lines,,
account,model,"ir.model.fields,field_description",account.field_account_account_template__tag_ids,Account tag,,
account,model,"ir.model.fields,field_description",account.field_account_tax_template__tag_ids,Account tag,,
account,model,"ir.model.fields,help",account.field_account_tax__refund_account_id,Account that will be set on invoice tax lines for credit notes. Leave empty to use the expense account.,,
account,model,"ir.model.fields,help",account.field_account_tax__account_id,Account that will be set on invoice tax lines for invoices. Leave empty to use the expense account.,,
account,model,"ir.model.fields,help",account.field_account_tax_template__account_id,Account that will be set on invoice tax lines for invoices. Leave empty to use the expense account.,,
account,model,"ir.model.fields,help",account.field_account_tax_template__refund_account_id,Account that will be set on invoice tax lines for refunds. Leave empty to use the expense account.,,
account,model,"ir.model.fields,help",account.field_account_tax__cash_basis_base_account_id,Account that will be set on lines created in cash basis journal entry and used to keep track of the tax base amount.,,
account,model,"ir.model.fields,help",account.field_account_tax_template__cash_basis_base_account_id,Account that will be set on lines created in cash basis journal entry and used to keep track of the tax base amount.,,
account,model,"ir.model.fields,field_description",account.field_account_fiscal_position_account__account_dest_id,Account to Use Instead,,
account,model,"ir.model.fields,help",account.field_account_tax__cash_basis_account_id,"Account used as counterpart for the journal entry, for taxes eligible based on payments.",,
account,model,"ir.model.fields,help",account.field_account_tax_template__cash_basis_account_id,"Account used as counterpart for the journal entry, for taxes eligible based on payments.",,
account,model,"ir.actions.server,name",account.ir_cron_reverse_entry_ir_actions_server,Account; Reverse entries,,
account,model,"ir.cron,cron_name",account.ir_cron_reverse_entry,Account; Reverse entries,,
account,model,"ir.cron,name",account.ir_cron_reverse_entry,Account; Reverse entries,,
account,model,"ir.model.fields,field_description",account.field_res_config_settings__module_account_accountant,Accounting,,
account,model,"ir.ui.menu,name",account.account_account_menu,Accounting,,
account,model,"ir.ui.menu,name",account.menu_finance_entries,Accounting,,
account,model_terms,"ir.ui.view,arch_db",account.product_template_form_view,Accounting,,
account,model_terms,"ir.ui.view,arch_db",account.view_account_analytic_line_form_inherit_account,Accounting,,
account,model_terms,"ir.ui.view,arch_db",account.view_account_journal_form,Accounting App Options,,
account,model,"ir.model.fields,field_description",account.field_account_bank_statement__accounting_date,Accounting Date,,
account,model,"ir.model.fields,field_description",account.field_account_invoice__date,Accounting Date,,
account,model,"ir.model.fields,field_description",account.field_account_invoice_refund__date,Accounting Date,,
account,model_terms,"ir.ui.view,arch_db",account.view_move_line_form,Accounting Documents,,
account,model,"ir.ui.menu,name",account.menu_finance_entries_accounting_entries,Accounting Entries,,
account,model_terms,"ir.ui.view,arch_db",account.view_partner_property_form,Accounting Entries,,
account,model,"ir.actions.act_window,name",account.open_account_journal_dashboard_kanban,Accounting Overview,,
account,model_terms,"ir.ui.view,arch_db",account.view_partner_property_form,Accounting-related settings are managed on,,
account,selection,"account.account.tag,applicability",0,Accounts,,
account,model_terms,"ir.ui.view,arch_db",account.tax_adjustments_wizard,Accounts,,
account,model_terms,"ir.ui.view,arch_db",account.view_account_search,Accounts,,
account,model,"ir.model.fields,field_description",account.field_account_journal__account_control_ids,Accounts Allowed,,
account,model_terms,"ir.ui.view,arch_db",account.view_account_position_template_form,Accounts Mapping,,
account,model,"ir.model,name",account.model_account_fiscal_position_account_template,Accounts Mapping Template of Fiscal Position,,
account,model,"ir.model,name",account.model_account_fiscal_position_account,Accounts Mapping of Fiscal Position,,
account,model,"ir.model.fields,field_description",account.field_account_bank_statement__message_needaction,Action Needed,,
account,model,"ir.model.fields,field_description",account.field_account_invoice__message_needaction,Action Needed,,
account,model,"ir.model.fields,field_description",account.field_account_payment__message_needaction,Action Needed,,
account,model,"ir.ui.menu,name",account.menu_finance_entries_actions,Actions,,
account,model_terms,"ir.ui.view,arch_db",account.res_config_settings_view_form,Activate Other Currencies,,
account,model,"ir.model.fields,field_description",account.field_account_account_tag__active,Active,,
account,model,"ir.model.fields,field_description",account.field_account_fiscal_position__active,Active,,
account,model,"ir.model.fields,field_description",account.field_account_incoterms__active,Active,,
account,model,"ir.model.fields,field_description",account.field_account_journal__active,Active,,
account,model,"ir.model.fields,field_description",account.field_account_payment_term__active,Active,,
